,parcode,trial,rt,choice,item_left,item_right
608,8,8,2522,1,2.0,0.0
609,8,9,9605,-1,2.0,3.0
610,8,10,1583,1,0.0,5.0
611,8,11,5220,-1,3.0,5.0
612,8,12,7521,1,2.0,2.0
613,8,13,2083,-1,0.0,0.0
614,8,14,3647,-1,5.0,3.0
615,8,15,2790,-1,0.0,0.0
616,8,16,4538,-1,5.0,5.0
617,8,17,2889,-1,0.0,5.0
618,8,18,4539,1,0.0,3.0
619,8,19,2411,1,3.0,3.0
620,8,20,1791,-1,0.0,2.0
621,8,21,11451,-1,5.0,2.0
622,8,22,12467,-1,2.0,5.0
623,8,23,3323,-1,0.0,0.0
624,8,24,3139,-1,5.0,0.0
625,8,25,6585,-1,3.0,5.0
626,8,26,2175,1,5.0,0.0
627,8,27,9514,1,2.0,5.0
628,8,28,2883,1,5.0,5.0
629,8,29,6008,1,5.0,3.0
630,8,30,2064,1,5.0,0.0
631,8,31,2596,-1,5.0,2.0
632,8,32,7987,-1,5.0,5.0
633,8,33,3846,-1,3.0,5.0
634,8,34,4457,-1,0.0,5.0
635,8,35,2606,-1,0.0,3.0
636,8,36,2338,-1,0.0,2.0
637,8,37,9804,-1,2.0,3.0
638,8,38,4005,1,5.0,5.0
639,8,39,4239,1,3.0,0.0
640,8,40,2777,1,0.0,0.0
641,8,41,1763,-1,0.0,5.0
642,8,42,2346,-1,2.0,3.0
643,8,43,1407,1,2.0,0.0
644,8,44,1645,1,5.0,3.0
645,8,45,2029,1,2.0,0.0
646,8,46,1395,1,0.0,0.0
647,8,47,1998,-1,2.0,5.0
648,8,48,2131,1,3.0,2.0
649,8,49,2170,-1,0.0,2.0
650,8,50,2591,-1,5.0,5.0
651,8,51,2569,-1,0.0,5.0
652,8,52,2201,1,3.0,5.0
653,8,53,3203,-1,0.0,0.0
654,8,54,1679,1,3.0,5.0
655,8,55,11481,-1,3.0,2.0
656,8,56,2299,-1,5.0,2.0
657,8,57,4372,-1,0.0,5.0
658,8,58,3020,1,5.0,0.0
659,8,59,2617,-1,3.0,3.0
660,8,60,2997,1,5.0,3.0
661,8,61,3094,1,5.0,0.0
662,8,62,1646,1,5.0,5.0
663,8,63,2145,-1,0.0,0.0
664,8,64,1666,1,0.0,3.0
665,8,65,2162,1,5.0,2.0
666,8,66,4106,-1,5.0,5.0
667,8,67,3549,1,2.0,5.0
668,8,68,2059,1,5.0,5.0
669,8,69,1836,1,5.0,0.0
670,8,70,2797,-1,5.0,5.0
671,8,71,3814,1,2.0,0.0
672,8,72,1552,1,0.0,5.0
673,8,73,1761,1,5.0,3.0
674,8,74,1830,1,3.0,0.0
675,8,75,4063,-1,0.0,3.0
676,8,76,2243,1,2.0,5.0
677,8,77,2007,1,5.0,0.0
678,8,78,1930,1,2.0,2.0
679,8,79,1921,1,2.0,0.0
680,8,80,3888,1,0.0,5.0
681,8,81,2296,-1,2.0,2.0
682,8,82,2063,-1,5.0,5.0
683,8,83,1723,1,5.0,0.0
684,8,84,1541,-1,2.0,5.0
685,8,85,1576,-1,0.0,5.0
686,8,86,1790,1,3.0,0.0
687,8,87,1449,-1,3.0,2.0
688,8,88,2175,1,2.0,0.0
689,8,89,2671,-1,2.0,2.0
690,8,90,3138,-1,0.0,2.0
691,8,91,2577,1,5.0,5.0
